GSMID,tissue1,tissue2,tissue3,Tissue,disease1,disease2,disease3,Disease,Genotype
GSM547001,Tissue unknown,Tissue unknown,,Tissue unknown,Neoplasms,Brain cancer,Medulloblastoma,Medulloblastoma,Nude mice
GSM547002,Tissue unknown,Tissue unknown,,Tissue unknown,Neoplasms,Brain cancer,Medulloblastoma,Medulloblastoma,Nude mice
GSM547003,Tissue unknown,Tissue unknown,,Tissue unknown,Neoplasms,Brain cancer,Medulloblastoma,Medulloblastoma,Nude mice
GSM547004,Tissue unknown,Tissue unknown,,Tissue unknown,Neoplasms,Brain cancer,Medulloblastoma,Medulloblastoma,Nude mice
GSM547005,Tissue unknown,Tissue unknown,,Tissue unknown,Neoplasms,Brain cancer,Medulloblastoma,Medulloblastoma,Nude mice
GSM547006,Tissue unknown,Tissue unknown,,Tissue unknown,Neoplasms,Brain cancer,Medulloblastoma,Medulloblastoma,Nude mice
GSM547007,Tissue unknown,Tissue unknown,,Tissue unknown,Neoplasms,Brain cancer,Medulloblastoma,Medulloblastoma,Nude mice
GSM547008,Tissue unknown,Tissue unknown,,Tissue unknown,Neoplasms,Brain cancer,Medulloblastoma,Medulloblastoma,Nude mice
GSM547009,Tissue unknown,Tissue unknown,,Tissue unknown,Neoplasms,Brain cancer,Medulloblastoma,Medulloblastoma,Nude mice
GSM547010,Tissue unknown,Tissue unknown,,Tissue unknown,Neoplasms,Brain cancer,Medulloblastoma,Medulloblastoma,Nude mice
GSM547026,Tissue unknown,Tissue unknown,,Tissue unknown,Neoplasms,Brain cancer,Medulloblastoma,Medulloblastoma,Nude mice
GSM547031,Tissue unknown,Tissue unknown,,Tissue unknown,Neoplasms,Brain cancer,Medulloblastoma,Medulloblastoma,Nude mice
GSM547032,Tissue unknown,Tissue unknown,,Tissue unknown,Neoplasms,Brain cancer,Medulloblastoma,Medulloblastoma,Nude mice
GSM547033,Tissue unknown,Tissue unknown,,Tissue unknown,Neoplasms,Brain cancer,Medulloblastoma,Medulloblastoma,Nude mice
GSM547038,Tissue unknown,Tissue unknown,,Tissue unknown,Neoplasms,Brain cancer,Medulloblastoma,Medulloblastoma,Nude mice
GSM1499565,Abdomen,Flank,,Flank,Neoplasms,Breast cancer,4T1 mammary carcinoma,4T1 mammary carcinoma,Genotype unknown
GSM1499566,Abdomen,Flank,,Flank,Neoplasms,Breast cancer,4T1 mammary carcinoma,4T1 mammary carcinoma,Genotype unknown
GSM1499567,Abdomen,Flank,,Flank,Neoplasms,Breast cancer,4T1 mammary carcinoma,4T1 mammary carcinoma,Genotype unknown
GSM1499568,Abdomen,Flank,,Flank,Neoplasms,Breast cancer,4T1 mammary carcinoma,4T1 mammary carcinoma,Genotype unknown
GSM1499569,Abdomen,Flank,,Flank,Neoplasms,Breast cancer,4T1 mammary carcinoma,4T1 mammary carcinoma,Genotype unknown
GSM1499570,Abdomen,Flank,,Flank,Neoplasms,Breast cancer,4T1 mammary carcinoma,4T1 mammary carcinoma,Genotype unknown
GSM1499571,Abdomen,Flank,,Flank,Neoplasms,Breast cancer,4T1 mammary carcinoma,4T1 mammary carcinoma,Genotype unknown
GSM1499572,Abdomen,Flank,,Flank,Neoplasms,Breast cancer,4T1 mammary carcinoma,4T1 mammary carcinoma,Genotype unknown
GSM1499573,Abdomen,Flank,,Flank,Neoplasms,Breast cancer,4T1 mammary carcinoma,4T1 mammary carcinoma,Genotype unknown
GSM1499574,Abdomen,Flank,,Flank,Neoplasms,Breast cancer,4T1 mammary carcinoma,4T1 mammary carcinoma,Genotype unknown
GSM1499575,Abdomen,Flank,,Flank,Neoplasms,Breast cancer,4T1 mammary carcinoma,4T1 mammary carcinoma,Genotype unknown
GSM1499576,Abdomen,Flank,,Flank,Neoplasms,Breast cancer,4T1 mammary carcinoma,4T1 mammary carcinoma,Genotype unknown
GSM1049023,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,p53 KO
GSM1049024,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,p53 KO
GSM1049025,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,p53 KO
GSM1049026,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,p53 KO
GSM1049028,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,p53 KO
GSM1049029,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,p53 KO
GSM1049030,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,p53 KO
GSM1049031,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,p53 KO
GSM1049032,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,p53 KO
GSM1049033,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,p53 KO
GSM1049036,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,p53 KO
GSM1049038,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,p53 KO
GSM1049039,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,p53 KO
GSM1049040,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,p53 KO
GSM1049041,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,p53 KO
GSM1049042,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,p53 KO
GSM1049043,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,p53 KO
GSM1049044,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,p53 KO
GSM1049045,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,p53 KO
GSM1049046,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,p53 KO
GSM1049047,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,p53 KO
GSM1049048,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,p53 KO
GSM1049049,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,p53 KO
GSM1049050,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,p53 KO
GSM1049051,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,p53 KO
GSM1049052,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,p53 KO
GSM1049053,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,p53 KO
GSM1049054,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,p53 KO
GSM1049055,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,p53 KO
GSM1049056,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,p53 KO
GSM1049057,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,p53 KO
GSM1049058,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,p53 KO
GSM1049059,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,p53 KO
GSM1049060,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,p53 KO
GSM1049061,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,p53 KO
GSM1049062,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,p53 KO
GSM1049063,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,p53 KO
GSM1049064,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,p53 KO
GSM1049065,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,p53 KO
GSM1049066,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,p53 KO
GSM1049067,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,p53 KO
GSM1049068,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,p53 KO
GSM1049069,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,p53 KO
GSM1049070,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,p53 KO
GSM1049071,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,p53 KO
GSM1049072,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,p53 KO
GSM1049073,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,p53 KO
GSM1049075,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,p53 KO
GSM1049076,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,p53 KO
GSM1049077,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,p53 KO
GSM1049078,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,p53 KO
GSM1049914,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,Genotype unknown
GSM1049915,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,Genotype unknown
GSM1049918,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,Genotype unknown
GSM1049919,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,Genotype unknown
GSM1049921,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,Genotype unknown
GSM1049922,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,Genotype unknown
GSM536028,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,Genotype unknown
GSM931161,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,Genotype unknown
GSM931163,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,Genotype unknown
GSM931165,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,Genotype unknown
GSM931167,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,Genotype unknown
GSM721085,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,WAP-NP8
GSM721086,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,WAP-NP8
GSM721087,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,WAP-NP8
GSM721088,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,WAP-NP8
GSM721089,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,WAP-NP8
GSM721090,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,WAP-NP8
GSM721091,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,WAP-NP8
GSM721092,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,WAP-NP8
GSM721093,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,WAP-NP8
GSM721094,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,WAP-NP8
GSM721095,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,WAP-NP8
GSM721096,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,WAP-NP8
GSM721097,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,WAP-NP8
GSM721098,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,WAP-NP8
GSM721099,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,WAP-NP8
GSM721100,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,WAP-T1
GSM721101,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,WAP-T1
GSM721102,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,WAP-T1
GSM721103,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,WAP-T1
GSM721104,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,WAP-T1
GSM721105,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,WAP-T1
GSM721106,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,WAP-T1
GSM721107,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,WAP-T1
GSM721108,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,WAP-T1
GSM721109,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,WAP-T1
GSM1230250,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,C3(1)-SV40-Tag transgenic
GSM1230251,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,C3(1)-SV40-Tag transgenic
GSM1230252,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,C3(1)-SV40-Tag transgenic
GSM1230253,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,C3(1)-SV40-Tag transgenic
GSM1290799,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,SV40 LT and sT transgenic
GSM1290800,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,SV40 LT and sT transgenic
GSM1290801,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,SV40 LT and sT transgenic
GSM1290802,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,SV40 LT and sT transgenic
GSM1290803,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,SV40 LT and sT transgenic
GSM1290804,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,SV40 LT and sT transgenic
GSM1290805,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,WAP-SV40 p53 mutant
GSM1290806,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,WAP-SV40 p53 mutant
GSM1290807,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,WAP-SV40 p53 mutant
GSM1290808,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,WAP-SV40 p53 mutant
GSM1290809,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,WAP-SV40 p53 mutant
GSM1290810,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,WAP-SV40 p53 mutant
GSM1554205,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,Genotype unknown
GSM1554206,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,Genotype unknown
GSM1554207,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,Genotype unknown
GSM1554208,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,Genotype unknown
GSM1554209,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,Genotype unknown
GSM1554210,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,Genotype unknown
GSM1554211,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,Genotype unknown
GSM1554212,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,Genotype unknown
GSM1554213,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,Genotype unknown
GSM1554214,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,Genotype unknown
GSM1554215,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,Genotype unknown
GSM238070,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,Genotype unknown
GSM238339,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,Genotype unknown
GSM238340,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,Rag2 KO
GSM238341,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,Genotype unknown
GSM238342,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,Rag2 KO
GSM238343,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,Genotype unknown
GSM238344,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,Genotype unknown
GSM238345,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,Genotype unknown
GSM238346,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,Genotype unknown
GSM238347,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,Genotype unknown
GSM238348,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,Genotype unknown
GSM238349,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,Rag2 KO
GSM238350,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,Rag2 KO
GSM238351,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,Genotype unknown
GSM238352,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,Genotype unknown
GSM238353,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,Genotype unknown
GSM238355,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,Genotype unknown
GSM238356,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,Genotype unknown
GSM238358,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,Genotype unknown
GSM238359,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,Genotype unknown
GSM238360,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,Genotype unknown
GSM238361,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,Genotype unknown
GSM238363,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,Genotype unknown
GSM238364,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,Genotype unknown
GSM238365,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,Genotype unknown
GSM238369,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,Genotype unknown
GSM238371,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,Genotype unknown
GSM238372,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,Rag2 KO
GSM238373,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,Rag2 KO
GSM238374,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,Rag2 KO
GSM238379,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,Genotype unknown
GSM238383,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,Genotype unknown
GSM238384,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,Genotype unknown
GSM238385,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,Genotype unknown
GSM536027,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,Genotype unknown
GSM536029,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,Genotype unknown
GSM536030,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,Genotype unknown
GSM536031,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,Genotype unknown
GSM765757,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,Genotype unknown
GSM765758,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,Genotype unknown
GSM765759,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,Genotype unknown
GSM765760,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,Genotype unknown
GSM765761,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,Genotype unknown
GSM765762,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,Genotype unknown
GSM765763,Breast,Breast,,Breast,Neoplasms,Breast cancer,Breast cancer,Breast cancer,Genotype unknown
